               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,            0.044872,            0.022098,           0.0011141,             0.88283,             0.86143,             0.90455,             0.52143,            0.040551,            0.018863,           0.0013827,           0.0097491,           0.0097491,           0.0097491
                  36,            0.044664,            0.022081,           0.0011425,             0.89647,             0.83327,             0.90241,             0.51507,            0.039999,            0.018765,           0.0016354,           0.0097343,           0.0097343,           0.0097343
                  37,            0.044371,            0.021722,           0.0011009,             0.89114,             0.84279,             0.91162,             0.52796,            0.040183,            0.018667,           0.0012178,           0.0097191,           0.0097191,           0.0097191
                  38,            0.044504,            0.021633,           0.0011268,             0.89115,             0.86622,             0.91406,             0.54515,            0.039257,            0.018599,          0.00093077,           0.0097035,           0.0097035,           0.0097035
                  39,            0.044293,            0.021805,           0.0010383,             0.88992,             0.86145,             0.91407,             0.52201,            0.040068,            0.018681,           0.0010485,           0.0096875,           0.0096875,           0.0096875
                  40,            0.043896,            0.021826,           0.0010974,             0.89976,             0.84986,             0.91581,             0.54587,            0.039303,            0.018731,           0.0015756,            0.009671,            0.009671,            0.009671
                  41,             0.04384,            0.021445,            0.001032,             0.89413,              0.8749,             0.92484,             0.55462,            0.039022,            0.018479,          0.00091795,           0.0096542,           0.0096542,           0.0096542
                  42,            0.043555,            0.021594,           0.0010045,             0.88727,             0.86644,             0.91533,              0.5487,            0.039062,              0.0185,           0.0012687,           0.0096369,           0.0096369,           0.0096369
                  43,            0.043528,            0.021883,           0.0010882,             0.89734,             0.85742,             0.92027,             0.55453,            0.039051,            0.018487,          0.00096118,           0.0096193,           0.0096193,           0.0096193
                  44,            0.043233,            0.020853,           0.0010347,             0.89418,              0.8761,             0.92388,             0.55812,             0.03892,            0.018397,          0.00099374,           0.0096013,           0.0096013,           0.0096013
                  45,            0.043364,            0.021378,           0.0010252,             0.89918,             0.86028,             0.92219,             0.54584,            0.039349,            0.018584,           0.0011972,           0.0095828,           0.0095828,           0.0095828
                  46,            0.043447,            0.021296,          0.00093364,             0.89422,             0.88234,              0.9286,             0.56136,            0.038593,            0.018284,          0.00093194,            0.009564,            0.009564,            0.009564
                  47,            0.043147,            0.021557,          0.00087331,             0.88696,             0.88183,             0.92538,             0.56253,            0.038568,            0.018453,          0.00096683,           0.0095448,           0.0095448,           0.0095448
                  48,             0.04301,            0.021267,          0.00095391,             0.88542,             0.87838,             0.92336,               0.555,            0.038765,            0.018416,           0.0011424,           0.0095252,           0.0095252,           0.0095252
                  49,            0.042969,            0.020845,          0.00088337,             0.89637,             0.88025,             0.92834,               0.559,            0.038609,            0.018339,          0.00081084,           0.0095052,           0.0095052,           0.0095052
                  50,            0.042733,            0.020897,          0.00089593,             0.91023,             0.87414,             0.93131,             0.57095,            0.038286,            0.018303,          0.00077085,           0.0094849,           0.0094849,           0.0094849
                  51,            0.042773,            0.020847,          0.00097305,             0.90058,              0.8614,              0.9235,              0.5481,            0.038756,            0.018383,          0.00085378,           0.0094641,           0.0094641,           0.0094641
                  52,            0.042267,            0.020645,          0.00088352,             0.89026,             0.88205,             0.92696,             0.56764,            0.038333,             0.01827,           0.0010041,            0.009443,            0.009443,            0.009443
                  53,            0.042712,            0.020692,          0.00090164,             0.89976,             0.87439,              0.9239,             0.56405,            0.038059,            0.018161,          0.00089749,           0.0094215,           0.0094215,           0.0094215
                  54,            0.042338,            0.020777,          0.00088493,             0.89659,             0.88128,             0.92623,             0.56012,            0.038424,            0.018245,           0.0010055,           0.0093996,           0.0093996,           0.0093996
                  55,             0.04235,             0.02068,          0.00094552,             0.87924,             0.88669,              0.9183,             0.56326,             0.03796,            0.018171,          0.00092385,           0.0093773,           0.0093773,           0.0093773
                  56,            0.042134,            0.021128,          0.00086239,             0.89754,             0.88485,             0.92531,             0.56515,            0.038096,             0.01816,          0.00072426,           0.0093547,           0.0093547,           0.0093547
                  57,             0.04208,            0.020798,          0.00082598,             0.89196,             0.88737,             0.92769,             0.56964,            0.037989,            0.018115,          0.00087345,           0.0093317,           0.0093317,           0.0093317
                  58,             0.04195,            0.020576,          0.00084811,             0.89901,             0.87161,             0.92846,             0.56927,            0.038001,            0.018114,          0.00079384,           0.0093083,           0.0093083,           0.0093083
                  59,            0.041812,             0.02044,          0.00077064,             0.88075,             0.89368,              0.9252,             0.56309,            0.037914,            0.018158,          0.00085437,           0.0092846,           0.0092846,           0.0092846
                  60,            0.041825,            0.020675,           0.0007673,             0.89745,             0.88425,             0.93223,             0.57416,            0.037903,            0.018068,          0.00081115,           0.0092605,           0.0092605,           0.0092605
                  61,            0.041756,            0.020967,          0.00077275,             0.88959,             0.89096,             0.93038,             0.57601,            0.037783,            0.018016,           0.0010611,           0.0092361,           0.0092361,           0.0092361
                  62,            0.041927,            0.020887,          0.00083293,             0.89517,             0.88786,             0.93479,             0.58102,            0.037918,            0.018078,          0.00082433,           0.0092113,           0.0092113,           0.0092113
                  63,            0.041781,            0.020754,          0.00082014,               0.901,             0.88528,             0.93468,             0.57989,            0.037683,            0.018043,          0.00075756,           0.0091861,           0.0091861,           0.0091861
                  64,            0.041533,            0.020806,          0.00077691,              0.8989,             0.88637,             0.93614,             0.58218,            0.037563,            0.017927,          0.00072149,           0.0091606,           0.0091606,           0.0091606
                  65,            0.041777,            0.020971,          0.00078323,             0.88999,             0.88756,             0.93163,             0.57241,            0.037824,            0.018057,          0.00077482,           0.0091348,           0.0091348,           0.0091348
                  66,            0.041846,            0.020859,          0.00085234,              0.8941,             0.88242,             0.93051,             0.57565,             0.03768,            0.018034,           0.0010322,           0.0091086,           0.0091086,           0.0091086
                  67,            0.041382,            0.020451,          0.00071517,             0.89664,             0.89182,             0.93493,             0.58208,            0.037579,            0.018005,          0.00072166,           0.0090821,           0.0090821,           0.0090821
                  68,            0.041607,            0.020894,          0.00075613,             0.90613,             0.88387,             0.93752,             0.58251,            0.037429,            0.017918,          0.00066092,           0.0090552,           0.0090552,           0.0090552
                  69,            0.041258,            0.020613,          0.00074919,             0.89054,             0.89428,             0.93589,             0.58084,             0.03753,            0.017907,          0.00069353,            0.009028,            0.009028,            0.009028
                  70,            0.041181,            0.020465,          0.00073319,             0.89085,             0.90161,             0.93693,               0.586,            0.037545,            0.017959,          0.00072906,           0.0090004,           0.0090004,           0.0090004
                  71,            0.041286,            0.020323,          0.00073779,             0.89694,             0.89242,             0.93666,             0.58719,            0.037397,             0.01792,          0.00080752,           0.0089726,           0.0089726,           0.0089726
                  72,            0.041287,            0.020099,          0.00073058,             0.91419,              0.8785,             0.93645,             0.58194,            0.037603,            0.017921,          0.00066313,           0.0089444,           0.0089444,           0.0089444
                  73,            0.041238,            0.020828,          0.00071147,             0.90564,             0.88806,             0.93914,             0.58523,            0.037516,            0.017928,          0.00076316,           0.0089159,           0.0089159,           0.0089159
                  74,            0.041289,            0.020309,          0.00076321,             0.90428,             0.87794,             0.93507,             0.58518,            0.037393,            0.018011,          0.00078167,            0.008887,            0.008887,            0.008887
                  75,            0.041261,            0.020265,          0.00068894,             0.89536,             0.89562,             0.93692,             0.58509,            0.037258,            0.017813,          0.00067998,           0.0088579,           0.0088579,           0.0088579
                  76,            0.041098,            0.020312,          0.00067643,             0.90792,             0.88408,             0.93759,             0.58649,             0.03739,            0.017912,          0.00061675,           0.0088284,           0.0088284,           0.0088284
                  77,            0.041186,            0.020803,          0.00072017,              0.8986,             0.90264,             0.94133,             0.59056,            0.037168,             0.01777,          0.00068678,           0.0087987,           0.0087987,           0.0087987
                  78,            0.041095,              0.0205,          0.00068231,             0.90653,             0.89463,             0.93977,             0.58332,            0.037392,             0.01792,            0.000631,           0.0087686,           0.0087686,           0.0087686
                  79,             0.04077,            0.020225,          0.00075227,             0.91263,             0.88851,              0.9422,             0.59086,            0.037202,            0.017798,          0.00060691,           0.0087382,           0.0087382,           0.0087382
                  80,            0.040914,            0.020068,          0.00064998,              0.8852,             0.89111,             0.93446,             0.59141,            0.037166,            0.017807,          0.00069512,           0.0087075,           0.0087075,           0.0087075
                  81,             0.04051,             0.02008,          0.00067777,             0.90097,             0.89291,             0.93659,             0.59019,            0.037135,            0.017808,          0.00072339,           0.0086765,           0.0086765,           0.0086765
                  82,            0.040791,            0.020233,          0.00068281,             0.89684,             0.89715,             0.93794,             0.59237,            0.037129,             0.01782,          0.00066207,           0.0086452,           0.0086452,           0.0086452
                  83,            0.040774,            0.020595,          0.00066338,              0.9135,             0.87913,             0.93986,             0.59145,            0.037037,            0.017756,          0.00063094,           0.0086137,           0.0086137,           0.0086137
                  84,            0.040822,            0.020554,           0.0006456,              0.9088,              0.8987,             0.93813,               0.592,            0.037033,            0.017781,          0.00059999,           0.0085818,           0.0085818,           0.0085818
                  85,            0.040454,            0.020235,          0.00063257,             0.90101,              0.8976,              0.9391,             0.59681,            0.036993,            0.017737,          0.00063106,           0.0085497,           0.0085497,           0.0085497
                  86,            0.040763,            0.020432,          0.00067933,             0.89691,             0.90145,             0.93677,             0.59065,            0.037083,            0.017767,          0.00062249,           0.0085173,           0.0085173,           0.0085173
                  87,            0.040981,            0.020404,          0.00066094,             0.90189,             0.89933,             0.93983,             0.59357,             0.03701,            0.017755,          0.00066347,           0.0084846,           0.0084846,           0.0084846
                  88,            0.040283,            0.020527,          0.00064226,             0.89479,             0.90921,             0.94082,             0.59471,            0.037001,            0.017723,          0.00052997,           0.0084516,           0.0084516,           0.0084516
                  89,            0.040732,            0.020534,          0.00062954,             0.90735,             0.89662,             0.94156,             0.59347,            0.037087,            0.017767,          0.00060549,           0.0084184,           0.0084184,           0.0084184
                  90,            0.040401,            0.020062,          0.00064283,             0.91208,             0.88092,             0.94019,             0.59697,            0.036949,            0.017698,          0.00064153,           0.0083849,           0.0083849,           0.0083849
                  91,             0.04029,            0.020119,          0.00060469,             0.89589,             0.90552,             0.94271,             0.59642,            0.036932,            0.017701,          0.00056558,           0.0083511,           0.0083511,           0.0083511
                  92,            0.040186,            0.019907,          0.00062561,             0.89474,             0.89859,             0.93857,             0.59421,            0.036918,            0.017725,          0.00058534,           0.0083171,           0.0083171,           0.0083171
                  93,            0.040407,            0.020513,          0.00063344,             0.89524,             0.90722,             0.94042,             0.59794,             0.03685,            0.017682,          0.00061346,           0.0082829,           0.0082829,           0.0082829
                  94,            0.040476,            0.019926,          0.00059996,             0.91546,             0.89031,              0.9424,             0.59844,            0.036787,            0.017661,          0.00062494,           0.0082483,           0.0082483,           0.0082483
